iter	Logloss
240	0.1663048324
241	0.1656775493
242	0.1649519256
243	0.1641516153
244	0.1634417099
245	0.1627813432
246	0.1622018928
247	0.1611893742
248	0.1605566265
249	0.159664973
250	0.1586637744
251	0.1577844019
252	0.1569630269
253	0.1561739512
254	0.1555212283
255	0.1547209684
256	0.1539514804
257	0.1531861791
258	0.1525368308
259	0.1516222777
260	0.1509534064
261	0.1504639349
262	0.1496814961
263	0.1488575478
264	0.148163506
265	0.14747706
266	0.1467768786
267	0.1463000562
268	0.1454867679
269	0.1446336598
270	0.1437961395
271	0.142365856
272	0.1417497268
273	0.1412706303
274	0.1406470917
275	0.1400812289
276	0.1394772249
277	0.1390285961
278	0.138502702
279	0.1377940509
280	0.1373224633
281	0.1366378489
282	0.1360321391
283	0.1353063166
284	0.1348080883
285	0.1341798779
286	0.1336739995
287	0.1327065433
288	0.1322076096
289	0.1314765996
290	0.1310415075
291	0.1299251592
292	0.1294960053
293	0.1288635396
294	0.1283862991
295	0.1280357741
296	0.1275014907
297	0.1270664384
298	0.1266490912
299	0.1261220595
300	0.125744225
301	0.1252959501
302	0.1248605072
303	0.1243913803
304	0.1240090105
305	0.1235339106
306	0.1229533694
307	0.1224304228
308	0.1218302573
309	0.1214202691
310	0.121049214
311	0.1203661984
312	0.119845714
313	0.1194700388
314	0.1190287087
315	0.1185911867
316	0.1181067492
317	0.1176879677
318	0.1168120599
319	0.1164166026
320	0.1158676783
321	0.1152754847
322	0.1147471834
323	0.1142929788
324	0.1138885474
325	0.1135391489
326	0.112967023
327	0.1125530693
328	0.1119773621
329	0.1116283435
330	0.1112048892
331	0.1106249862
332	0.1101535553
333	0.1097829589
334	0.1093492874
335	0.1090764233
336	0.1084927323
337	0.1081512015
338	0.1077411412
339	0.1072582911
340	0.1068127974
341	0.1064649665
342	0.1060154168
343	0.1055464434
344	0.1050595973
345	0.1045917673
346	0.1040909732
347	0.1035865962
348	0.1030985082
349	0.1022216114
350	0.101892288
351	0.101596697
352	0.1012078989
353	0.1008740606
354	0.100392377
355	0.09997777614
356	0.09944118487
357	0.09896822346
358	0.09859162224
359	0.09817765817
360	0.09771410503
361	0.09736127624
362	0.09702700867
363	0.09679518649
364	0.09653283419
365	0.09610806542
366	0.09588025692
367	0.0956684023
368	0.09536902361
369	0.09501420897
370	0.09472460636
371	0.09435457545
372	0.09404712534
373	0.09366026657
374	0.09306209176
375	0.09273705282
376	0.0923363098
377	0.09205190801
378	0.09175900801
379	0.09141684405
380	0.09106693217
381	0.09078495173
382	0.09047578938
383	0.09010327912
384	0.08990220666
385	0.08956150865
386	0.08921190188
387	0.08897185235
388	0.08860071385
389	0.08823034199
390	0.08801346631
391	0.08768940381
392	0.08742154853
393	0.08707988103
394	0.08685433142
395	0.08654248982
396	0.0863344449
397	0.08600727423
398	0.08567281613
399	0.08539990699
400	0.08501857237
401	0.08471832879
402	0.08445035739
403	0.08405222871
404	0.0838317609
405	0.08354357984
406	0.08320035526
407	0.08295059831
408	0.08275239379
409	0.0825171437
410	0.08202645337
411	0.08174230099
412	0.08143769486
413	0.0812034825
414	0.08093913726
415	0.08060978803
416	0.08023390019
417	0.07997375427
418	0.07969329075
419	0.0794441814
420	0.07915463848
421	0.07888610352
422	0.07865088097
423	0.0783191232
424	0.07814143575
425	0.07785448641
426	0.07736882572
427	0.07711586779
428	0.07690556338
429	0.07651862307
430	0.07626430054
431	0.07605570732
432	0.07579206525
433	0.07553877731
434	0.0753510812
435	0.07510939636
436	0.0748045599
437	0.074671288
438	0.07449108517
439	0.07427281541
440	0.07411865813
441	0.07384643327
442	0.07361224662
443	0.07333313328
444	0.07305217003
445	0.07276812623
446	0.07253655323
447	0.07234732448
448	0.07198864094
449	0.07170224481
450	0.0715624944
451	0.07134902132
452	0.07114504932
453	0.07086161692
454	0.07066086153
455	0.07049829976
456	0.07026404124
457	0.07000916456
458	0.06981013683
459	0.06961370223
460	0.06938672193
461	0.0692116138
462	0.06901121239
463	0.06867931742
464	0.06848750981
465	0.06823946572
466	0.06800136888
467	0.06783999198
468	0.06756655209
469	0.06736059682
470	0.06700418322
471	0.06670563754
472	0.06654852479
473	0.06633763456
474	0.06610765385
475	0.06597286867
476	0.06577937936
477	0.06560045335
478	0.06540889697
479	0.06524397828
480	0.06505508416
481	0.06480340283
482	0.06464150116
483	0.06449793434
484	0.06427915117
485	0.06406424935
486	0.06392750035
487	0.06370493138
488	0.06352414127
489	0.06336238226
490	0.06319994893
491	0.06307211418
492	0.06295806992
493	0.06280900161
494	0.06254990962
495	0.06232917282
496	0.0621545278
497	0.06197254074
498	0.06173648058
499	0.06159306377
500	0.06138736496
501	0.06119951792
502	0.06108338876
503	0.06089380175
504	0.06069688431
505	0.06044354685
506	0.06030101424
507	0.06013546189
508	0.05999755828
509	0.05982057355
510	0.05965281328
511	0.05927094608
512	0.05911316055
513	0.05884290705
514	0.0586865881
515	0.05846682005
516	0.0582793892
517	0.05808837834
518	0.05797368515
519	0.05778765669
520	0.05759664648
521	0.05745053909
522	0.05730019551
523	0.05714545208
524	0.05703413305
525	0.05683220814
526	0.05660619505
527	0.05646621181
528	0.05623994736
529	0.05606987291
530	0.0559621024
531	0.05585329666
532	0.05560396307
533	0.05545500198
534	0.05533573854
535	0.05520788249
536	0.05500861166
537	0.05489972415
538	0.05478426969
539	0.05454939181
540	0.0543830024
541	0.05420146119
542	0.05401800128
543	0.05392461843
544	0.05375821925
545	0.05361515361
546	0.05353556355
547	0.05343664656
548	0.05326921793
549	0.05313925368
550	0.05302341223
551	0.05288624668
552	0.05278660852
553	0.05260799221
554	0.05245637253
555	0.05237575375
556	0.05228396664
557	0.0521340203
558	0.05201473369
559	0.05177761255
560	0.05164058906
561	0.0515148681
562	0.0513612871
563	0.05121050368
564	0.05105499682
565	0.0508794089
566	0.05068941635
567	0.05061294266
568	0.05047185321
569	0.05033132023
570	0.05016178756
571	0.05003140326
572	0.04989358508
573	0.04977455233
574	0.04962097788
575	0.04950959158
576	0.04934757787
577	0.04913960718
578	0.04902603241
579	0.04891115236
580	0.04868748818
581	0.04853697023
582	0.04844377587
583	0.04829314973
584	0.04815828609
585	0.04807430765
586	0.04798043883
587	0.04787888328
588	0.04774024601
589	0.04760077089
590	0.04748835867
591	0.04736762317
592	0.04726962607
593	0.04719409719
594	0.04710511461
595	0.04696505206
596	0.04684392754
597	0.04671298451
598	0.0466282519
599	0.04650136529
600	0.04638833087
601	0.04630422672
602	0.04623670065
603	0.04615269492
604	0.0460464307
605	0.04596223037
606	0.04579281484
607	0.04565842463
608	0.04557064559
609	0.04545561456
610	0.04539589143
611	0.04529025644
612	0.04516290267
613	0.04505393972
614	0.0449366373
615	0.04483006179
616	0.04472113987
617	0.04463808786
618	0.04457622412
619	0.04446451441
620	0.04433546136
621	0.04418213881
622	0.0440951079
623	0.04400049048
624	0.04393689123
625	0.04386075759
626	0.04376599161
627	0.04367061688
628	0.04358626396
629	0.0434694965
630	0.04337890299
631	0.0432863106
632	0.04320020469
633	0.04308673835
634	0.04300218705
635	0.04294000443
636	0.04280052391
637	0.04270908768
638	0.04262370314
639	0.04252426313
640	0.04246211681
641	0.04235903201
642	0.04229372463
643	0.04222207848
644	0.04213768973
645	0.04198844799
646	0.04191524008
647	0.04177909831
648	0.04170085597
649	0.04159148464
650	0.04153250842
651	0.04143359569
652	0.04131564337
653	0.04119937131
654	0.04106123366
655	0.04096253936
656	0.04087389504
657	0.04080066644
658	0.04067720089
659	0.04058912989
660	0.04039777552
661	0.04021750434
662	0.04013118391
663	0.04004807405
664	0.0399925527
665	0.03988150952
666	0.03979859101
667	0.03971950489
668	0.03965020282
669	0.03956699526
670	0.03942943764
671	0.0393645986
672	0.03929400782
673	0.03922843374
674	0.03913200758
675	0.03903393849
676	0.03891727714
677	0.03882508802
678	0.03875993474
679	0.03869627834
680	0.03854270872
681	0.03842403622
682	0.03833484425
683	0.03826570395
684	0.0381950789
685	0.03811299717
686	0.03799903829
687	0.03791716581
688	0.03770392656
689	0.03763028966
690	0.03757257187
691	0.03748780337
692	0.03738324158
693	0.03730957644
694	0.03724737481
695	0.03720130056
696	0.03712173672
697	0.03705079767
698	0.03693258849
699	0.0368670236
700	0.03681376458
701	0.03673303379
702	0.03665639535
703	0.03656735348
704	0.03649982942
705	0.0364449406
706	0.0363836305
707	0.03628935356
708	0.03618337323
709	0.03605825717
710	0.03598411706
711	0.03589406734
712	0.03583094852
713	0.03571756343
714	0.03564085341
715	0.03554578107
716	0.03543333977
717	0.03538798888
718	0.03532258269
719	0.03524106298
720	0.03516357544
721	0.03510660049
722	0.03501749166
723	0.03497431882
724	0.03492678834
725	0.03483233664
726	0.03475534278
727	0.03469992422
728	0.03461991484
729	0.03455634424
730	0.03450223033
731	0.03442602041
732	0.03437006803
733	0.03426702103
734	0.03415415427
735	0.03411504863
736	0.03405938702
737	0.03399152363
738	0.03389658509
739	0.0338108192
740	0.03376126691
741	0.03371618132
742	0.03363340502
743	0.03357012679
744	0.03350857577
745	0.03343406944
746	0.03336487318
747	0.03330034922
748	0.03321827735
749	0.03312680334
750	0.03304498472
751	0.03300134311
752	0.03293086911
753	0.0328753338
754	0.03279660853
755	0.03274904912
756	0.03268075319
757	0.03260553955
758	0.03253352901
759	0.03245628975
760	0.03240765931
761	0.03232891814
762	0.03228148945
763	0.03221841082
764	0.03216514141
765	0.03209310329
766	0.03204663872
767	0.0320110426
768	0.03196437082
769	0.03192179493
770	0.03186861832
771	0.03178655488
772	0.03170668827
773	0.03164603445
774	0.03156583343
775	0.03148489507
776	0.03142480077
777	0.03137287772
778	0.03130815642
779	0.0312419036
780	0.03118994378
781	0.03110663332
782	0.03105587085
783	0.03099147523
784	0.03091486986
785	0.03083581205
786	0.03077218859
787	0.03072977747
788	0.03066098733
789	0.03059976673
790	0.03055513811
791	0.03050233133
792	0.0304480802
793	0.03037435203
794	0.03029870619
795	0.030255373
796	0.03021330925
797	0.0301325723
798	0.03005785279
799	0.0300063363
800	0.02995491323
801	0.02991516879
802	0.02986777467
803	0.02978476055
804	0.02974554317
805	0.02971260536
806	0.02964515098
807	0.02960639086
808	0.02956598443
809	0.02950307468
810	0.02946651257
811	0.02940058147
812	0.02936835058
813	0.02931637803
814	0.02927428018
815	0.02923985723
816	0.02919416243
817	0.02910578698
818	0.02901883737
819	0.02897498418
820	0.02891487419
821	0.028861333
822	0.02882344884
823	0.0287714574
824	0.02872734657
825	0.02868174417
826	0.02863938039
827	0.02859318515
828	0.02851225884
829	0.02844865872
830	0.02839622745
831	0.02833010567
832	0.02828014728
833	0.02820766438
834	0.02816521261
835	0.02812269464
836	0.02806342862
837	0.02802191217
838	0.02796201925
839	0.02791307576
840	0.02786310252
841	0.02777284467
842	0.02774007161
843	0.02767838161
844	0.02758861744
845	0.02755497112
846	0.02747980095
847	0.02741667763
848	0.02737224772
849	0.02733233385
850	0.02728908776
851	0.02720015027
852	0.02713734203
853	0.02710021429
854	0.02704588372
855	0.02699920255
856	0.02695687031
857	0.02690045314
858	0.02687148013
859	0.02682902152
860	0.02678596843
861	0.02675136934
862	0.02671365761
863	0.02667416926
864	0.02662248995
865	0.0265657135
866	0.02647924602
867	0.02644219398
868	0.02639548494
869	0.02634562835
870	0.02631486898
871	0.02626222536
872	0.02620618137
873	0.02616389341
874	0.02612796981
875	0.02608568479
876	0.02604287792
877	0.02600298731
878	0.02596388491
879	0.02593225297
880	0.02589829242
881	0.02586514876
882	0.02583504218
883	0.02578242849
884	0.02565178919
885	0.02558979989
886	0.0255686406
887	0.0255357156
888	0.02550881199
889	0.02546164373
890	0.02543211205
891	0.02539214654
892	0.02535576209
893	0.02531432063
894	0.02527005882
895	0.02522672446
896	0.02519910873
897	0.02514387638
898	0.02511145547
899	0.02504353011
900	0.02499559907
901	0.0249427061
902	0.02491030489
903	0.02487749704
904	0.02485370876
905	0.02482373914
906	0.02476116337
907	0.02471905622
908	0.02467276516
909	0.02463090835
910	0.02458016965
911	0.02453929048
912	0.02449838351
913	0.02446455589
914	0.02442616493
915	0.02437771992
916	0.0243470743
917	0.02431154558
918	0.02428168857
919	0.02424040852
920	0.02420410045
921	0.0241748514
922	0.02411072519
923	0.02407283273
924	0.02405269064
925	0.02402465341
926	0.02398534101
927	0.02394244895
928	0.02390952601
929	0.02387238879
930	0.02384423157
931	0.02382579151
932	0.02379503741
933	0.02376684351
934	0.02373645581
935	0.02369383785
936	0.02366910359
937	0.02360372081
938	0.02357720847
939	0.02354958323
940	0.02351325809
941	0.02347076769
942	0.0234314717
943	0.02339982714
944	0.02336752109
945	0.02334502813
946	0.02330623078
947	0.02322770545
948	0.02320071955
949	0.02316824619
950	0.02312464985
951	0.02307903462
952	0.02303582509
953	0.02297597967
954	0.02294853315
955	0.02292497245
956	0.02290452704
957	0.02287575455
958	0.02284507548
959	0.02281179087
960	0.0227833153
961	0.02274272418
962	0.02270013297
963	0.02266446088
964	0.02263193879
965	0.02256121917
966	0.02253384678
967	0.02251003073
968	0.0224637175
969	0.02243836686
970	0.02238922662
971	0.02231283505
972	0.02228788768
973	0.02225442588
974	0.02222220894
975	0.02219371874
976	0.02215584722
977	0.02212587536
978	0.02210313249
979	0.02206488173
980	0.0220216769
981	0.02196991035
982	0.02194185277
983	0.02192350081
984	0.02188894119
985	0.02185507802
986	0.02183401859
987	0.02181300401
988	0.02178017967
989	0.02175381414
990	0.02171987094
991	0.0216961314
992	0.0216616217
993	0.02164133529
994	0.02161052027
995	0.02156138828
996	0.02154215321
997	0.02150888246
998	0.02146661806
999	0.02143975025
